Booking ID,Agent,Country,Package Type,Booking Date,Payment Date,Payment Status,Total Amount
BKG1960,Vikram  ,USA,Family,2025-06-04,2025-06-26 00:00:00,Paid,25000
BKG1961,Avtar,USA,Honeymoon,2025-07-29,2025-08-11 00:00:00,Paid,55000
BKG1962,Sonia,USA,Leisure,2025-03-01,2025-03-06 00:00:00,Paid,65000
BKG1963,Tina,United Arab Emirates,Honeymoon,2025-03-13,None,Pending,15000
BKG1964,Anil,UAE,Honeymoon,2025-01-24,2025-02-13 00:00:00,Paid,35000
BKG1965,Vikram,United Arab Emirates,Leisure,2025-01-20,2025-02-12 00:00:00,Paid,45000
BKG1966,Karan,UK,Family,2025-06-05,2025-06-08 00:00:00,paid,"45,000 INR"
BKG1967,Vikram,UK,Honeymoon,2025-09-10,2025-09-20 00:00:00,Paid,"45,000 INR"
BKG1968,Divya,UAE,Corporate,2025-03-01,None,Pending,45000
BKG1969,Anil  ,Singapore,Leisure,2025-02-19,None,Pending,35000
BKG1970,Nisha  ,UAE,Adventure,2025-05-01,2025-05-19 00:00:00,paid,25000
BKG1971,Avtar,Thailand,Family,2025-03-11,None,Pending,55000
BKG1972,Deepa,UK,Leisure,2025-07-18,None,Pending,45000
BKG1973,Deepa,India,Adventure,2025-08-21,None,Cancelled,35000
BKG1974,Sonia,India,Adventure,2025-07-09,2025-07-22 00:00:00,Paid,65000
BKG1975,Sonia,Singapore,Honeymoon,2025-08-03,None,Cancelled,"45,000 INR"
BKG1976,Ramesh,Thailand,Honeymoon,2025-03-21,2025-04-11 00:00:00,Paid,35000
BKG1977,Arjun,United Arab Emirates,Honeymoon,2025-08-01,2025-08-27 00:00:00,paid,25000
BKG1978,Sonia,Thailand,Leisure,2025-02-20,2025-03-03 00:00:00,Paid,25000
BKG1979,Sameer,India,Leisure,2025-09-08,None,Pending,15000
BKG1980,Arjun,India,Family,2025-07-28,2025-08-24 00:00:00,Paid,45000
BKG1981,Tina,UK,Honeymoon,2025-05-24,None,Pending,15000
BKG1982,Monika,Thailand,Adventure,2025-01-17,2025-01-22 00:00:00,Paid,"45,000 INR"
BKG1983,Ritika,Thailand,Corporate,2025-07-09,None,Cancelled,35000
BKG1984,Raj,India,Family,2025-04-22,None,Cancelled,55000
BKG1985,Meena,United Arab Emirates,Leisure,2025-08-16,2025-09-07 00:00:00,Paid,55000
BKG1986,Ritika,Singapore,Family,2025-08-16,None,Cancelled,25000
BKG1987,Suresh,USA,Family,2025-05-01,None,Pending,55000
BKG1988,Tina,Singapore,Family,2025-07-05,None,Pending,55000
BKG1989,Gaurav,Thailand,Family,2025-02-20,2025-03-15 00:00:00,Paid,"45,000 INR"
BKG1990,Nisha,Singapore,Corporate,2025-07-08,2025-08-04 00:00:00,Paid,55000
BKG1991,Raj,India,Honeymoon,2025-07-03,2025-07-27 00:00:00,Paid,35000
BKG1992,Arjun,India,Adventure,2025-02-01,2025-02-23 00:00:00,Paid,55000
BKG1993,Monika,Thailand,Family,2025-07-23,2025-08-22 00:00:00,paid,65000
BKG1994,Anil,Thailand,Family,2025-05-22,2025-06-08 00:00:00,Paid,55000
BKG1995,Suresh,USA,Family,2025-04-08,None,Cancelled,55000
BKG1996,Tina,USA,Honeymoon,2025-03-04,2025-03-07 00:00:00,Paid,15000
BKG1997,Meena,UK,Leisure,2025-08-21,None,Pending,35000
BKG1998,Suresh,Thailand,Leisure,2025-02-16,None,Pending,25000
BKG1999,Raj,United Arab Emirates,Corporate,2025-04-19,None,Cancelled,15000
